student_id,grade,subject,topic,learning_style,device_type,past_quiz_score_avg,accuracy_percentage,avg_response_time_sec,num_attempts,learning_streak_days,engagement_score,hints_used,video_watch_pct,time_on_task_min,session_count_week,next_topic,recommended_difficulty,success_probability_bin,needs_revision
S194336,Grade_10,Computer_Science,Python_Basics,auditory,tablet,60.67,48.36,37.1,5.0,4.0,0.3443,4.0,53.38,39.3,,Data_Structures,easy,medium,1
S643064,Grade_9,English,Grammar,reading_writing,mobile,47.41,45.48,56.9,4.0,1.0,0.3959,4.0,40.62,25.3,2.0,Comprehension,easy,medium,1
S373260,Grade_3,Mathematics,Number_Theory,kinesthetic,laptop,31.89,32.51,103.9,4.0,10.0,0.3777,3.0,37.24,29.2,7.0,Statistics,easy,low,1
S653262,Grade_12,Geography,Physical_Geography,auditory,tablet,83.77,73.78,65.8,2.0,30.0,0.5414,2.0,61.96,27.1,15.0,Resources,medium,medium,0
S217387,Grade_8,Geography,Resources,reading_writing,mobile,50.41,,100.5,4.0,17.0,0.3346,3.0,28.38,26.5,9.0,Population,easy,low,1
S317529,Grade_5,General_Knowledge,Current_Affairs,reading_writing,laptop,36.87,31.1,84.5,4.0,2.0,0.3423,2.0,42.57,23.0,3.0,Science_Tech,easy,low,1
S779033,Grade_6,General_Knowledge,Current_Affairs,kinesthetic,mobile,46.27,27.3,87.2,4.0,0.0,0.1746,4.0,9.57,42.0,3.0,Sports,easy,low,1
S540338,Grade_4,Geography,Climate,auditory,mobile,46.15,43.97,87.6,,1.0,0.2985,4.0,29.54,36.0,,Population,easy,medium,1
S716854,Grade_4,Science,Electricity,reading_writing,tablet,59.82,56.7,104.4,5.0,4.0,0.4071,3.0,39.7,35.6,3.0,Light_Optics,easy,medium,1
S634163,Grade_5,English,Essay_Writing,visual,mobile,34.78,33.52,128.4,4.0,10.0,0.3113,3.0,18.41,28.5,5.0,Poetry,easy,low,1
S792700,Grade_8,Geography,Population,kinesthetic,laptop,58.32,44.14,89.0,4.0,13.0,0.4439,2.0,44.68,32.4,6.0,Maps_Cartography,medium,medium,1
S507256,Grade_8,English,Literature,visual,desktop,94.57,,70.0,2.0,4.0,0.6201,0.0,46.02,19.4,2.0,Comprehension,hard,high,0
S107543,Grade_7,English,Grammar,kinesthetic,laptop,85.83,83.57,87.8,2.0,4.0,0.5586,2.0,62.34,23.5,2.0,Comprehension,medium,high,0
S978873,Grade_7,General_Knowledge,Awards,visual,mobile,66.06,60.29,64.0,2.0,9.0,0.4267,1.0,13.99,17.1,6.0,Science_Tech,medium,medium,0
S373118,Grade_9,English,Comprehension,reading_writing,tablet,72.86,72.19,,2.0,4.0,0.5705,2.0,57.68,24.0,4.0,Essay_Writing,medium,medium,0
S826248,Grade_6,Computer_Science,Data_Structures,kinesthetic,desktop,49.07,49.77,103.0,4.0,1.0,0.5257,3.0,51.23,32.2,1.0,Algorithms,easy,medium,1
S412907,Grade_3,Geography,Physical_Geography,visual,mobile,37.39,24.27,143.0,6.0,1.0,0.2234,3.0,14.49,45.8,2.0,Climate,easy,low,1
S446650,Grade_12,Geography,Climate,kinesthetic,tablet,77.89,61.81,22.4,4.0,3.0,0.4111,1.0,39.48,29.8,3.0,Population,medium,medium,0
S760074,Grade_5,English,Comprehension,kinesthetic,tablet,62.14,49.1,102.9,3.0,27.0,0.4662,4.0,29.27,26.2,13.0,Essay_Writing,medium,medium,1
S690606,Grade_11,Science,Cells_Biology,visual,mobile,79.64,78.76,79.7,3.0,18.0,0.7049,0.0,77.59,14.7,8.0,Ecosystems,medium,high,0
S974073,Grade_9,Hindi,Gadya,auditory,desktop,88.31,,61.6,4.0,3.0,0.5661,3.0,61.39,31.2,3.0,Patra_Lekhan,medium,high,0
S236621,Grade_6,Mathematics,Number_Theory,kinesthetic,tablet,62.29,58.81,107.9,5.0,7.0,0.4437,2.0,34.4,34.8,4.0,Statistics,medium,medium,1
S602507,Grade_8,Geography,Resources,visual,mobile,80.82,75.04,124.1,3.0,8.0,0.5337,,46.7,26.5,6.0,Maps_Cartography,medium,high,0
S160774,Grade_10,English,Essay_Writing,reading_writing,laptop,73.86,65.63,118.7,3.0,4.0,0.4159,3.0,40.89,30.6,2.0,Poetry,medium,medium,0
S523894,Grade_4,English,Grammar,visual,laptop,43.84,32.8,110.0,5.0,0.0,0.2991,2.0,14.89,30.5,1.0,Comprehension,easy,low,1
S383245,Grade_2,Computer_Science,Web_Development,auditory,,53.95,58.74,129.4,5.0,8.0,0.5001,1.0,77.81,30.6,5.0,Networking,easy,medium,0
S629583,Grade_9,History,World_Wars,reading_writing,tablet,56.9,54.69,76.9,4.0,9.0,0.4546,,48.26,42.7,4.0,Freedom_Movement,medium,medium,0
S431990,Grade_2,Hindi,Patra_Lekhan,reading_writing,tablet,26.11,24.15,115.8,6.0,3.0,0.2778,4.0,24.7,34.4,3.0,Vyakaran,easy,low,1
S339091,Grade_8,History,Ancient_India,kinesthetic,tablet,65.84,60.67,78.1,2.0,6.0,0.4544,3.0,43.38,23.6,4.0,Freedom_Movement,medium,medium,0
S213907,Grade_7,Mathematics,Number_Theory,reading_writing,desktop,69.75,68.45,80.2,3.0,6.0,0.6078,3.0,66.84,19.8,3.0,Statistics,medium,medium,0
S738077,Grade_1,Geography,Physical_Geography,visual,,25.67,24.27,,6.0,3.0,0.2093,4.0,5.01,40.9,4.0,Resources,easy,low,1
S279815,Grade_11,Hindi,,auditory,tablet,84.32,70.03,40.8,2.0,19.0,0.5577,1.0,40.0,19.5,9.0,Patra_Lekhan,medium,high,0
S989324,Grade_3,General_Knowledge,Current_Affairs,kinesthetic,,33.78,37.67,120.9,6.0,0.0,0.298,2.0,19.32,47.0,3.0,Sports,easy,low,1
S170868,Grade_10,Science,Cells_Biology,auditory,tablet,46.42,49.95,48.7,4.0,1.0,0.4322,3.0,50.48,15.7,3.0,Ecosystems,easy,medium,1
S771266,Grade_1,Science,Ecosystems,visual,tablet,52.97,52.99,120.1,4.0,,0.4112,2.0,44.74,33.8,6.0,Cells_Biology,medium,medium,1
S485552,Grade_4,History,Post_Independence,visual,laptop,38.66,48.77,96.2,5.0,9.0,,3.0,36.74,36.7,6.0,World_Wars,easy,medium,1
S991443,Grade_3,Hindi,Patra_Lekhan,kinesthetic,laptop,62.15,46.12,120.0,4.0,0.0,0.3867,3.0,29.47,35.6,3.0,Gadya,medium,medium,1
S550594,Grade_11,Mathematics,Fractions,kinesthetic,desktop,74.83,65.41,48.0,3.0,1.0,0.4671,2.0,53.49,36.6,1.0,Number_Theory,medium,medium,0
S414855,Grade_5,Science,Light_Optics,reading_writing,tablet,60.85,65.56,101.0,4.0,10.0,0.5066,3.0,45.71,43.4,7.0,Chemical_Reactions,medium,medium,0
S862898,Grade_6,History,Medieval_Period,visual,mobile,74.68,68.79,51.1,4.0,4.0,0.5423,3.0,69.23,36.0,4.0,Freedom_Movement,medium,medium,0
S859892,Grade_6,Science,Cells_Biology,,laptop,55.1,51.29,143.8,3.0,1.0,0.4843,2.0,48.59,23.9,3.0,Ecosystems,easy,medium,1
S903286,Grade_1,English,Essay_Writing,auditory,desktop,31.86,28.08,111.5,5.0,0.0,0.3003,3.0,28.88,34.8,2.0,Literature,easy,low,1
S413629,Grade_3,Science,,visual,tablet,54.39,58.5,140.3,4.0,11.0,0.4739,3.0,39.65,45.2,7.0,Periodic_Table,medium,medium,1
S161758,Grade_3,General_Knowledge,Science_Tech,visual,laptop,39.9,42.23,92.2,5.0,3.0,0.3631,4.0,50.79,20.4,2.0,Awards,easy,medium,1
S471386,Grade_11,Computer_Science,Algorithms,auditory,laptop,75.22,74.73,36.4,4.0,5.0,0.4447,3.0,48.68,34.0,5.0,Data_Structures,medium,medium,0
S626671,Grade_10,History,Post_Independence,auditory,laptop,83.47,65.17,75.6,4.0,15.0,0.5122,2.0,43.58,26.1,9.0,World_Wars,medium,medium,0
S458863,Grade_8,Computer_Science,Algorithms,,mobile,59.63,48.8,52.3,4.0,2.0,0.268,4.0,8.13,24.6,2.0,Networking,easy,low,1
S431408,Grade_3,Mathematics,Calculus,auditory,mobile,63.82,68.21,98.6,4.0,1.0,0.3465,2.0,23.23,28.3,1.0,Statistics,medium,medium,1
S852746,,Science,Chemical_Reactions,kinesthetic,desktop,100.0,87.96,69.7,1.0,6.0,0.6079,2.0,78.3,15.6,3.0,Cells_Biology,hard,high,0
S290566,Grade_10,Geography,Physical_Geography,reading_writing,desktop,54.89,43.62,75.0,5.0,0.0,0.3494,4.0,33.55,29.2,2.0,Resources,easy,medium,1
S802550,Grade_9,History,Ancient_India,reading_writing,desktop,66.0,66.11,90.7,2.0,3.0,0.4559,3.0,56.07,17.5,2.0,Medieval_Period,medium,medium,0
S246885,Grade_6,Computer_Science,Data_Structures,auditory,laptop,38.89,22.36,71.3,5.0,33.0,0.2989,3.0,2.51,30.4,16.0,Algorithms,easy,low,1
S562600,Grade_10,English,Poetry,reading_writing,laptop,69.47,60.88,75.9,3.0,25.0,0.4562,3.0,46.1,26.3,13.0,Comprehension,medium,medium,0
S324843,Grade_1,Mathematics,Number_Theory,visual,laptop,32.93,31.81,123.4,6.0,,0.3131,3.0,25.15,48.3,3.0,Algebra,easy,low,1
S593927,Grade_11,History,Ancient_India,reading_writing,desktop,70.08,69.83,50.3,4.0,2.0,0.4273,1.0,50.91,26.7,2.0,Freedom_Movement,medium,medium,0
S137127,Grade_1,Science,Electricity,reading_writing,mobile,55.6,54.55,145.9,3.0,18.0,0.5202,3.0,45.22,23.2,9.0,Light_Optics,medium,medium,0
S936172,Grade_6,Computer_Science,Python_Basics,visual,mobile,62.48,53.38,94.2,5.0,8.0,0.3803,2.0,19.5,45.7,,Data_Structures,medium,medium,1
S462133,Grade_12,History,Ancient_India,kinesthetic,desktop,60.39,68.81,70.3,3.0,0.0,0.5007,2.0,,31.9,1.0,Freedom_Movement,easy,medium,0
S570138,Grade_8,General_Knowledge,Awards,auditory,,80.55,68.05,52.8,3.0,4.0,0.5181,3.0,56.8,23.1,4.0,Science_Tech,medium,high,0
S795604,Grade_10,History,Ancient_India,visual,tablet,71.26,79.7,38.8,2.0,9.0,0.5803,1.0,58.48,7.5,4.0,Freedom_Movement,medium,medium,0
S234315,,History,Medieval_Period,auditory,laptop,64.22,69.51,124.5,2.0,3.0,0.5869,3.0,72.32,14.4,4.0,World_Wars,medium,medium,0
S517960,Grade_7,English,Vocabulary,reading_writing,mobile,70.13,80.43,99.5,3.0,4.0,0.582,2.0,59.45,20.1,2.0,Essay_Writing,medium,high,0
S104494,Grade_3,Hindi,Kavita,reading_writing,mobile,62.12,56.54,118.1,3.0,6.0,0.5228,1.0,43.4,26.9,3.0,Gadya,medium,medium,0
S303197,Grade_11,Mathematics,Number_Theory,auditory,desktop,84.14,82.4,35.1,3.0,8.0,0.5283,2.0,65.24,31.2,6.0,Algebra,medium,medium,0
S610255,Grade_9,History,Post_Independence,auditory,tablet,85.65,72.51,58.1,3.0,10.0,0.4448,2.0,38.41,29.9,5.0,World_Wars,medium,medium,0
S238142,Grade_5,History,Freedom_Movement,visual,laptop,49.35,45.35,116.7,5.0,9.0,0.3234,4.0,25.8,44.2,4.0,Post_Independence,easy,low,1
S546415,Grade_8,English,Poetry,kinesthetic,mobile,85.59,73.03,81.2,4.0,0.0,0.5261,1.0,54.1,36.8,3.0,Comprehension,medium,high,0
S521564,Grade_2,Hindi,Patra_Lekhan,reading_writing,desktop,43.05,38.11,130.0,,21.0,0.3559,,27.53,34.3,10.0,Gadya,medium,low,1
S573353,Grade_4,Science,Chemical_Reactions,kinesthetic,tablet,57.49,69.64,87.0,2.0,3.0,0.4974,3.0,67.67,19.9,2.0,Cells_Biology,medium,medium,0
S454110,Grade_1,History,Freedom_Movement,reading_writing,desktop,41.34,41.18,105.9,4.0,5.0,0.3024,2.0,13.74,30.7,3.0,World_Wars,easy,low,1
S990849,Grade_11,Mathematics,Trigonometry,,tablet,86.79,89.9,55.6,1.0,10.0,0.7185,2.0,71.81,18.1,5.0,Geometry,hard,high,0
S751610,Grade_11,Geography,Physical_Geography,reading_writing,desktop,75.84,76.74,51.6,4.0,4.0,0.5169,0.0,36.48,37.7,2.0,Resources,medium,medium,0
S628730,Grade_2,Mathematics,Statistics,auditory,mobile,42.61,49.0,135.2,5.0,15.0,0.4082,3.0,41.47,40.1,8.0,Algebra,easy,medium,1
S683736,Grade_1,Geography,Maps_Cartography,reading_writing,laptop,46.03,41.11,131.2,3.0,3.0,0.3417,4.0,39.31,18.2,,Resources,easy,medium,1
S620547,Grade_2,English,Essay_Writing,kinesthetic,tablet,59.47,47.11,121.2,3.0,3.0,0.3677,2.0,37.49,22.8,2.0,Poetry,medium,medium,1
S793355,Grade_5,Geography,Maps_Cartography,auditory,desktop,42.33,,76.6,4.0,13.0,0.3076,3.0,,24.3,8.0,Physical_Geography,easy,low,1
S280935,Grade_1,History,World_Wars,kinesthetic,mobile,51.27,41.35,92.0,3.0,1.0,0.344,3.0,43.56,24.0,3.0,Freedom_Movement,easy,medium,1
S148648,,History,Ancient_India,kinesthetic,desktop,66.78,50.1,78.0,3.0,14.0,0.48,2.0,45.24,29.5,8.0,Medieval_Period,medium,medium,0
S782471,Grade_12,General_Knowledge,Awards,reading_writing,tablet,92.67,81.46,45.5,3.0,14.0,0.7018,0.0,71.01,30.8,7.0,Science_Tech,medium,high,0
S629039,Grade_8,General_Knowledge,Science_Tech,kinesthetic,mobile,62.87,76.28,92.0,3.0,28.0,0.6915,1.0,45.08,21.0,14.0,Awards,medium,high,0
S961517,Grade_8,Mathematics,Fractions,auditory,mobile,68.13,62.28,71.6,4.0,14.0,0.4784,2.0,45.41,26.9,7.0,Number_Theory,medium,medium,0
S937639,Grade_9,Mathematics,Statistics,visual,mobile,78.22,70.16,86.3,3.0,1.0,0.5654,2.0,64.26,19.1,1.0,Calculus,medium,medium,0
S275251,Grade_10,Geography,Maps_Cartography,visual,tablet,78.34,62.44,58.6,3.0,10.0,0.4966,1.0,40.42,21.8,6.0,Physical_Geography,medium,medium,0
S655893,Grade_7,English,Comprehension,reading_writing,laptop,74.62,57.86,93.4,4.0,13.0,0.4958,1.0,43.51,41.1,7.0,Essay_Writing,medium,medium,1
S533982,Grade_7,General_Knowledge,Science_Tech,auditory,laptop,76.27,76.96,70.1,2.0,3.0,0.602,0.0,64.37,27.2,3.0,Awards,medium,high,0
S239486,Grade_8,English,Literature,kinesthetic,mobile,74.96,74.09,70.0,4.0,26.0,0.6544,1.0,48.12,35.9,12.0,Comprehension,medium,high,0
S470586,Grade_4,Hindi,Patra_Lekhan,reading_writing,tablet,44.14,51.63,104.9,3.0,1.0,0.3313,1.0,28.05,28.8,3.0,Gadya,easy,medium,1
S320164,Grade_5,English,Poetry,reading_writing,mobile,42.41,42.59,,5.0,7.0,0.2657,4.0,9.82,,6.0,Comprehension,easy,low,1
S937047,Grade_2,General_Knowledge,Awards,visual,mobile,40.55,31.49,125.1,4.0,0.0,0.3575,2.0,32.65,30.0,,Sports,easy,low,1
S632960,Grade_10,Science,Electricity,visual,tablet,70.23,62.29,55.3,3.0,3.0,0.4359,1.0,38.76,17.7,4.0,Chemical_Reactions,medium,medium,0
S460411,Grade_12,Geography,Climate,kinesthetic,mobile,75.27,59.41,76.4,3.0,8.0,0.5346,1.0,45.05,25.1,5.0,Population,medium,medium,0
S154636,Grade_8,Computer_Science,Databases,kinesthetic,laptop,90.66,83.39,41.8,3.0,6.0,0.7438,0.0,81.46,18.9,4.0,Networking,hard,high,0
S868935,Grade_12,,Electricity,kinesthetic,desktop,74.27,63.59,74.2,3.0,2.0,0.4022,3.0,31.49,20.5,2.0,Chemical_Reactions,medium,medium,0
S775751,Grade_2,Geography,Maps_Cartography,auditory,tablet,37.94,15.73,86.2,6.0,1.0,0.2069,5.0,2.79,47.6,3.0,Resources,easy,low,1
S633386,Grade_4,General_Knowledge,Sports,auditory,mobile,73.2,70.3,119.1,4.0,24.0,0.6237,1.0,61.78,14.9,11.0,Awards,medium,medium,1
S307092,,Science,Chemical_Reactions,visual,desktop,65.87,61.89,123.1,3.0,11.0,0.4782,2.0,50.07,25.2,6.0,Periodic_Table,medium,medium,0
S383151,,Computer_Science,Databases,reading_writing,laptop,46.61,50.08,117.0,4.0,11.0,0.4663,1.0,38.99,25.3,7.0,Web_Development,easy,medium,1
S342909,Grade_12,Hindi,Vyakaran,visual,laptop,80.92,85.27,54.5,2.0,10.0,0.63,1.0,58.58,29.5,6.0,Gadya,medium,high,0
S578085,Grade_10,History,Ancient_India,kinesthetic,mobile,74.29,85.08,61.3,1.0,8.0,0.7283,1.0,91.78,13.0,4.0,Medieval_Period,medium,high,0
S693382,Grade_10,Geography,Population,auditory,desktop,56.43,50.05,61.7,3.0,12.0,0.4605,2.0,34.3,39.2,6.0,Maps_Cartography,medium,medium,0
S216275,Grade_10,Hindi,Gadya,auditory,desktop,68.2,58.33,89.0,3.0,7.0,0.3649,2.0,37.37,17.6,6.0,Kavita,medium,medium,1
S398326,Grade_1,English,Grammar,reading_writing,laptop,41.46,38.23,137.2,4.0,2.0,0.308,4.0,31.95,,2.0,Vocabulary,easy,low,1
S830063,Grade_6,Science,Motion,auditory,desktop,62.67,56.98,79.0,5.0,11.0,0.448,1.0,41.31,32.0,6.0,Light_Optics,medium,medium,0
S949551,,Computer_Science,Python_Basics,visual,tablet,60.27,61.68,131.6,4.0,4.0,0.453,1.0,35.41,27.3,4.0,Data_Structures,easy,medium,0
S635622,Grade_3,General_Knowledge,Science_Tech,visual,tablet,46.71,51.22,115.6,3.0,24.0,0.4868,2.0,34.94,26.5,11.0,Current_Affairs,medium,medium,1
S418472,Grade_12,Mathematics,,kinesthetic,mobile,92.31,86.38,29.7,1.0,5.0,0.579,2.0,54.5,5.0,3.0,Number_Theory,hard,high,0
S169901,Grade_5,Science,Cells_Biology,reading_writing,mobile,60.25,51.78,91.5,3.0,0.0,0.3623,3.0,27.97,30.8,3.0,Ecosystems,medium,medium,1
S136163,Grade_9,Science,Motion,visual,desktop,62.09,69.91,55.6,3.0,14.0,0.6231,,76.59,18.9,8.0,Light_Optics,medium,medium,0
S231435,Grade_9,English,Poetry,kinesthetic,mobile,72.04,71.58,,2.0,5.0,0.5663,3.0,56.51,29.7,3.0,Literature,medium,medium,0
S238873,Grade_2,Geography,Climate,reading_writing,desktop,39.0,34.81,103.2,4.0,14.0,0.3835,3.0,28.33,33.3,8.0,Population,easy,low,1
S664201,Grade_7,,Kavita,auditory,mobile,55.79,53.91,100.0,5.0,5.0,0.4058,1.0,32.95,28.3,3.0,Gadya,easy,medium,1
S783932,Grade_9,General_Knowledge,Awards,auditory,laptop,95.17,86.23,130.6,3.0,,0.6164,0.0,59.9,30.0,1.0,Sports,hard,high,0
S562868,Grade_3,Science,Ecosystems,visual,mobile,39.59,39.35,109.6,6.0,5.0,0.422,2.0,61.58,31.3,4.0,Chemical_Reactions,easy,low,1
S600596,Grade_2,History,Post_Independence,auditory,tablet,53.66,54.1,106.4,5.0,8.0,0.3888,2.0,33.14,27.9,6.0,World_Wars,medium,medium,1
S828854,Grade_4,Hindi,Gadya,auditory,tablet,63.32,45.93,121.5,5.0,0.0,0.3088,4.0,39.01,26.0,2.0,Kavita,medium,medium,1
S956387,Grade_7,Science,Motion,auditory,mobile,48.08,37.37,75.0,6.0,4.0,0.247,3.0,10.96,40.5,3.0,Light_Optics,easy,low,1
S671775,Grade_12,General_Knowledge,Sports,reading_writing,tablet,79.52,80.33,50.5,2.0,4.0,0.6335,0.0,56.58,22.6,3.0,Awards,medium,high,0
S748412,Grade_1,Mathematics,Algebra,reading_writing,laptop,55.75,47.45,124.7,3.0,28.0,0.4866,3.0,23.29,27.8,14.0,Statistics,medium,medium,1
S883496,Grade_7,History,Medieval_Period,kinesthetic,mobile,81.62,,58.1,3.0,6.0,0.5275,0.0,49.66,24.6,3.0,World_Wars,medium,high,0
S362704,Grade_9,English,Grammar,auditory,mobile,54.07,46.6,103.2,3.0,0.0,0.3478,4.0,29.13,31.6,2.0,Comprehension,easy,low,1
S938499,Grade_3,Computer_Science,Web_Development,auditory,mobile,40.27,38.86,116.6,4.0,6.0,0.2446,4.0,19.02,35.2,5.0,Networking,easy,low,1
S894813,Grade_11,General_Knowledge,Science_Tech,kinesthetic,tablet,61.64,63.47,57.3,2.0,0.0,0.4904,1.0,67.33,18.0,2.0,Awards,medium,medium,0
S396471,Grade_11,Geography,Physical_Geography,auditory,desktop,72.61,69.57,14.5,3.0,3.0,0.5251,2.0,42.36,23.0,4.0,Climate,medium,medium,0
S386257,Grade_1,Geography,Physical_Geography,visual,tablet,29.92,34.25,86.0,5.0,1.0,,3.0,46.61,31.7,3.0,Resources,easy,low,1
S881191,Grade_4,Geography,Maps_Cartography,,mobile,66.88,58.69,87.5,4.0,21.0,0.5303,2.0,38.08,26.5,10.0,Resources,medium,medium,1
S601148,Grade_2,English,Essay_Writing,reading_writing,mobile,41.7,39.43,127.9,4.0,4.0,0.4714,4.0,41.28,33.1,3.0,Literature,easy,medium,1
S876871,Grade_7,Computer_Science,Web_Development,kinesthetic,desktop,58.43,58.29,84.9,4.0,2.0,0.461,2.0,54.07,26.0,3.0,Networking,medium,medium,0
S564308,Grade_1,Computer_Science,Python_Basics,auditory,tablet,39.74,37.72,138.0,5.0,2.0,0.3362,3.0,35.31,31.0,2.0,Data_Structures,easy,low,1
S744160,Grade_11,Geography,Population,visual,mobile,73.73,68.23,58.9,2.0,1.0,0.3934,2.0,38.22,17.9,1.0,Climate,medium,medium,0
S839451,Grade_11,English,Literature,reading_writing,laptop,60.88,54.38,68.6,4.0,0.0,0.3874,2.0,29.78,32.5,2.0,Essay_Writing,medium,medium,1
S142360,Grade_3,Geography,Maps_Cartography,visual,desktop,43.04,35.93,93.6,6.0,22.0,0.331,3.0,0.0,34.4,10.0,Physical_Geography,easy,low,1
S131581,Grade_5,Mathematics,Number_Theory,visual,desktop,54.1,51.9,102.2,5.0,5.0,0.3371,3.0,21.2,35.0,3.0,Algebra,medium,medium,1
S182761,Grade_8,Hindi,Kavita,kinesthetic,mobile,64.66,61.07,87.8,4.0,12.0,0.5131,2.0,44.92,29.9,8.0,Gadya,medium,medium,1
S844042,Grade_8,History,Medieval_Period,auditory,desktop,55.12,38.62,67.7,6.0,5.0,0.3153,3.0,36.18,38.4,5.0,World_Wars,easy,low,1
S961187,Grade_3,General_Knowledge,Sports,kinesthetic,laptop,41.94,45.95,84.7,4.0,4.0,0.4385,3.0,54.52,29.8,4.0,Awards,easy,medium,1
S680385,Grade_8,English,Grammar,kinesthetic,laptop,63.7,,83.2,4.0,8.0,0.465,3.0,39.79,30.0,5.0,Comprehension,medium,medium,0
S902630,Grade_1,Geography,Population,kinesthetic,desktop,48.0,46.83,133.5,4.0,27.0,0.4772,3.0,15.86,28.0,14.0,Climate,easy,medium,1
S197727,Grade_8,Hindi,Vyakaran,kinesthetic,mobile,60.18,56.07,76.9,5.0,8.0,0.4737,1.0,42.61,32.8,6.0,Gadya,medium,medium,0
S830900,Grade_5,Hindi,Patra_Lekhan,visual,mobile,51.04,46.69,71.5,4.0,0.0,0.4361,3.0,43.67,24.9,3.0,Gadya,easy,medium,0
S866767,Grade_4,English,Literature,auditory,desktop,63.27,58.92,80.6,4.0,2.0,0.5423,2.0,50.09,38.2,1.0,Comprehension,easy,medium,0
S643768,Grade_8,Geography,Climate,reading_writing,mobile,64.36,66.88,91.9,3.0,2.0,0.4148,2.0,24.51,31.8,3.0,Resources,medium,medium,0
S376346,Grade_11,General_Knowledge,Current_Affairs,kinesthetic,tablet,90.2,92.15,79.7,2.0,1.0,0.631,2.0,72.3,18.6,1.0,Science_Tech,hard,high,0
S458959,Grade_4,English,Essay_Writing,kinesthetic,desktop,71.29,65.29,124.1,3.0,0.0,0.4941,1.0,56.11,32.9,3.0,Literature,medium,medium,0
S997906,Grade_10,General_Knowledge,Sports,reading_writing,desktop,94.78,85.93,78.1,1.0,1.0,0.5756,0.0,70.57,11.2,2.0,Awards,medium,high,0
S322316,Grade_9,General_Knowledge,Sports,visual,laptop,67.85,65.54,74.9,4.0,7.0,0.4663,3.0,40.43,28.1,4.0,Awards,medium,medium,0
S388525,Grade_3,English,Comprehension,auditory,desktop,55.12,41.44,84.3,5.0,4.0,0.3911,3.0,28.84,37.1,4.0,Essay_Writing,easy,medium,1
S282521,Grade_7,Geography,Climate,visual,desktop,74.86,63.17,91.2,2.0,12.0,0.496,3.0,52.23,16.1,8.0,Population,medium,medium,0
S127188,Grade_12,Geography,Resources,visual,desktop,88.82,76.52,36.7,2.0,12.0,0.629,0.0,68.51,18.7,,Population,medium,high,0
S586236,Grade_8,Science,Cells_Biology,visual,desktop,69.36,55.02,78.9,3.0,5.0,0.4105,2.0,49.87,27.9,5.0,Ecosystems,medium,medium,0
S477829,Grade_4,Hindi,Vyakaran,auditory,mobile,58.36,53.18,95.0,5.0,1.0,0.4229,3.0,42.12,27.0,1.0,Kavita,easy,medium,1
S368162,Grade_5,Science,Periodic_Table,auditory,desktop,61.21,70.54,81.6,3.0,0.0,0.5365,3.0,52.31,35.8,3.0,Chemical_Reactions,medium,medium,0
S443268,Grade_1,Mathematics,Calculus,reading_writing,mobile,38.37,31.3,92.1,6.0,5.0,0.326,2.0,52.49,48.7,4.0,Statistics,easy,low,1
S988344,Grade_3,Geography,Population,reading_writing,laptop,59.94,54.87,123.6,3.0,3.0,0.3394,2.0,35.59,30.2,2.0,Maps_Cartography,medium,medium,1
S866960,Grade_1,Mathematics,Algebra,kinesthetic,desktop,40.31,39.39,112.7,6.0,3.0,,4.0,28.77,40.3,4.0,Statistics,easy,low,1
S869532,Grade_5,Computer_Science,Data_Structures,kinesthetic,laptop,71.79,61.47,97.7,4.0,17.0,0.5518,3.0,42.94,31.4,10.0,Databases,medium,medium,1
S752261,Grade_3,Geography,Population,kinesthetic,desktop,49.42,40.93,107.1,4.0,11.0,0.4137,3.0,25.98,30.3,6.0,Climate,easy,medium,1
S621943,Grade_10,History,World_Wars,visual,desktop,82.48,78.32,65.8,2.0,1.0,0.5758,0.0,58.79,22.4,3.0,Post_Independence,medium,medium,0
S989357,Grade_2,Computer_Science,Networking,auditory,tablet,28.02,25.84,98.2,5.0,7.0,0.3238,2.0,,38.4,4.0,Web_Development,easy,low,1
S460644,Grade_5,Mathematics,Geometry,reading_writing,laptop,64.83,54.84,101.4,3.0,10.0,0.4576,1.0,42.77,18.7,6.0,Statistics,medium,medium,0
S303569,Grade_10,History,World_Wars,auditory,laptop,100.0,100.0,82.9,,13.0,0.7233,2.0,59.13,,7.0,Post_Independence,hard,high,0
S207042,Grade_9,General_Knowledge,Current_Affairs,reading_writing,laptop,70.89,58.98,62.7,5.0,1.0,0.4121,3.0,41.45,38.6,1.0,Science_Tech,medium,medium,0
S699488,Grade_8,History,World_Wars,kinesthetic,laptop,76.02,68.91,83.5,2.0,1.0,0.5504,1.0,60.91,22.7,2.0,Freedom_Movement,medium,medium,0
S230827,Grade_8,General_Knowledge,,reading_writing,desktop,78.93,71.91,107.0,4.0,4.0,0.5266,3.0,57.32,25.6,3.0,Awards,medium,medium,0
S661925,Grade_11,Computer_Science,Databases,reading_writing,tablet,79.35,69.88,55.2,3.0,6.0,0.4429,2.0,46.72,20.5,4.0,Networking,medium,medium,0
S875949,Grade_6,Geography,Population,reading_writing,laptop,41.0,44.02,80.9,4.0,6.0,0.3255,4.0,25.43,34.5,3.0,Maps_Cartography,easy,low,1
S451864,Grade_8,Mathematics,Trigonometry,auditory,laptop,66.26,,89.1,3.0,4.0,0.4664,1.0,48.16,28.5,4.0,Calculus,easy,medium,0
S599303,Grade_4,Science,Chemical_Reactions,auditory,tablet,65.13,65.17,,4.0,3.0,0.5278,3.0,55.43,24.4,2.0,Periodic_Table,medium,medium,1
